transaction_id,amount,merchant_category,transaction_hour,day_of_week,location_distance_km,is_international,card_present,velocity_last_1h,avg_amount_30d,is_fraud
TXN-000091,69.79962288244431,travel,11,2,7.020520364520816,0,0,1,76.68285221848996,0
TXN-000092,28.078614867622605,utilities,17,4,2.687589436700298,0,1,3,56.89608621315433,0
TXN-000093,38.468603457521084,healthcare,7,2,0.13135594166903905,1,1,2,8.648903378884324,0
TXN-000094,18.02501058954101,utilities,11,3,0.6143758808384507,0,1,1,13.192465803096319,0
TXN-000095,34.557428110879215,entertainment,14,5,3.720107069475956,0,1,1,123.39900659019227,0
TXN-000096,79.55153293955976,entertainment,14,3,0.985122420700882,0,1,1,49.718934329586716,0
TXN-000097,32.84452352889341,entertainment,14,5,1.8596581485938781,0,1,2,9.949099343086978,0
TXN-000098,27.22393160818231,utilities,17,2,3.4548257297413683,0,1,1,32.287577209149646,0
TXN-000099,95.82594915547473,atm_withdrawal,14,5,1.99363495302007,0,1,1,28.08186042369669,0
TXN-000100,46.56230964647872,travel,9,5,5.2213437097038895,0,1,2,5.0,0
TXN-000101,80.11091997759266,utilities,16,3,0.9531585136843639,0,1,2,20.58090083570743,0
TXN-000102,39.762678791039654,healthcare,20,5,0.6066108768050785,1,0,2,18.340551844247305,0
TXN-000103,36.586239784615,atm_withdrawal,12,1,1.2977998921649527,0,1,1,87.33953515687882,0
TXN-000104,31.197298965193124,healthcare,11,5,1.417298339213953,0,1,1,45.23338176615154,0
TXN-000105,115.26241761929168,restaurant,22,4,1.7206503091136875,0,1,0,29.18138503461319,0
TXN-000106,135.98071442212571,utilities,17,3,3.8926627607227426,0,0,2,29.311932297491744,0
TXN-000107,62.14049970445331,electronics,8,6,1.1635779305711267,0,1,0,12.30304294721912,0
TXN-000108,52.99883360539013,utilities,12,2,4.646686493389502,0,1,1,18.903604288576204,0
TXN-000109,145.39615840140348,travel,6,4,19.97689408797805,0,1,1,16.83135911262471,0
TXN-000110,41.139215853965965,travel,16,5,1.0017808814832354,0,1,2,6.30081609311986,0
TXN-000111,145.50782554378125,atm_withdrawal,6,1,5.980627338537444,1,0,1,5.0,0
TXN-000112,310.70119620209425,electronics,6,5,5.275901633547836,1,1,2,8.399358780865605,0
TXN-000113,26.15840719843002,atm_withdrawal,15,4,7.988519043157946,1,1,0,227.71136166551292,0
TXN-000114,19.42543018750703,electronics,19,2,2.1314771654586386,0,1,1,45.037153841600194,0
TXN-000115,35.19890082007966,entertainment,21,1,7.148670306839159,1,1,2,19.69453458567637,0
TXN-000116,23.241307487730765,travel,13,0,4.859956194877501,0,1,3,18.014416889326714,0
TXN-000117,5.564398375654712,atm_withdrawal,12,3,6.171157362951982,0,1,2,25.7986817815751,0
TXN-000118,74.56980823907692,utilities,16,4,0.5177984651808261,0,1,1,26.17132527782345,0
TXN-000119,28.29491671540421,healthcare,20,4,1.3571884397495528,0,1,2,133.9621286491613,0
TXN-000120,6.932333630915219,utilities,15,3,11.613537447277182,0,1,1,19.238482561819783,0
TXN-000121,110.99894563049898,atm_withdrawal,10,4,3.8894036853392393,1,1,1,72.93383739101733,0
TXN-000122,32.38601589227578,travel,12,1,8.441546780519792,0,1,3,34.93700714903714,0
TXN-000123,51.29112387704608,grocery,9,0,6.521200500302877,0,1,3,19.018992508579316,0
TXN-000124,35.33744220666267,gas_station,10,3,3.6407885194013194,0,0,0,15.610726767320166,0
TXN-000125,47.512892897504415,travel,12,0,5.719365644895159,0,1,3,6.239275444987452,0
TXN-000126,20.199544402422898,entertainment,19,5,8.297957889427641,0,1,1,29.979943226491642,0
TXN-000127,78.30547487573575,restaurant,22,3,2.478469408902797,0,1,1,12.69851332565866,0
TXN-000128,42.427004532155024,entertainment,6,6,5.18721596445406,1,1,0,17.879548613963667,0
TXN-000129,13.451666540048805,atm_withdrawal,20,5,0.08749349528763344,0,1,2,245.82665493962972,0
TXN-000130,36.72497953807541,healthcare,12,1,2.583181904241637,0,1,0,53.625041300302016,0
TXN-000131,65.86798321375706,healthcare,8,2,1.8854498100071504,1,1,1,24.051426677806763,0
TXN-000132,6.952085225385615,entertainment,18,6,5.47649658770513,0,1,0,24.690065030043815,0
TXN-000133,12.264058029777226,gas_station,19,5,2.2487376311362923,0,1,1,8.968793489550075,0
TXN-000134,6.595648992271711,restaurant,6,6,3.44318417375703,0,0,3,33.154530756905125,0
TXN-000135,26.8645474820459,utilities,21,3,3.2957754512328497,0,1,2,24.243353374873696,0
TXN-000136,8.822456867593822,healthcare,7,1,0.41953921813962936,0,1,1,19.358276080707657,0
TXN-000137,7.254593485617983,entertainment,11,2,2.948011679748745,0,1,2,10.609126165186089,0
TXN-000138,81.0936973307685,entertainment,18,4,2.134403462884818,0,1,1,47.832095885626735,0
TXN-000139,151.39390386649356,gas_station,17,2,1.3265482758217475,0,0,1,6.939824786004488,0
TXN-000140,26.066328157846907,restaurant,7,4,0.9229299354111281,0,1,1,9.083007440527659,0
TXN-000141,7.029771572214141,gas_station,16,6,1.8209605810593352,0,1,0,49.76949363447404,0
TXN-000142,13.694962902636872,healthcare,15,2,4.532007085869335,0,1,1,67.07738630363916,0
TXN-000143,14.676202020332784,restaurant,8,2,11.939511747947966,0,1,1,13.962117674034673,0
TXN-000144,8.292811473199416,travel,7,0,0.007859366495202073,0,1,3,76.8804895905184,0
TXN-000145,26.138111906867053,entertainment,8,2,0.6536565826573372,0,1,2,8.584065595959194,0
TXN-000146,9.979082701705032,travel,18,6,1.7267122061395102,0,1,2,14.574580117760693,0
TXN-000147,140.48854524242913,travel,19,2,5.914821543262469,0,1,1,39.04072665163763,0
TXN-000148,15.922204088413938,online_retail,9,4,3.208083297315416,0,1,0,9.25614270962594,0
TXN-000149,9.676883068702303,entertainment,22,4,1.4959076685669155,0,1,1,19.69703469952246,0
TXN-000150,57.12502029160836,healthcare,22,2,12.483884438542443,0,1,1,8.130062627819703,0
TXN-000151,70.62779882418549,gas_station,15,5,1.1949819390298926,0,1,1,21.87764929578912,0
TXN-000152,39.779122485656586,grocery,18,0,2.3707095282227297,0,1,4,15.908851295609018,0
TXN-000153,133.7232215221395,atm_withdrawal,7,2,6.828792916198239,0,1,0,30.582696035401508,0
TXN-000154,15.593834413208706,electronics,13,6,0.9410708862207264,0,1,2,32.367605137774135,0
TXN-000155,9.93833781748637,utilities,18,1,0.12911089324677522,0,1,1,23.438922505260205,0
TXN-000156,67.5635936060248,gas_station,20,3,1.1479502705566795,0,1,2,21.869226630026493,0
TXN-000157,22.056006835020675,utilities,14,6,34.0969066419455,0,1,3,12.90202052031281,0
TXN-000158,23.85173993334164,restaurant,18,5,4.05637244995144,0,1,1,19.1763646650913,0
TXN-000159,24.944586539540193,online_retail,6,6,4.42910971908864,1,1,3,28.926613748627723,0
TXN-000160,50.94878961250708,grocery,17,4,11.768692980342061,1,1,2,28.399383795682567,0
TXN-000161,56.860989186343545,online_retail,18,6,0.7222965055838103,0,1,2,5.821521349073327,0
TXN-000162,14.863472717768094,gas_station,11,6,0.04395618734232335,0,1,1,78.98673154280718,0
TXN-000163,38.78831668447623,travel,11,4,3.979711336100717,0,1,3,5.026244411536054,0
TXN-000164,32.06172276228063,travel,7,6,5.763848062211322,0,1,1,39.27075459205249,0
TXN-000165,12.80682132624909,atm_withdrawal,13,6,1.4042783288299745,0,1,1,50.02519181877718,0
TXN-000166,72.2728240282026,entertainment,13,4,3.2285689157654947,0,1,0,20.56822304276592,0
TXN-000167,59.34376531971229,electronics,15,5,2.9941503022144818,0,1,0,43.924046900839166,0
TXN-000168,148.26061872174637,online_retail,15,2,6.280830598647698,0,1,0,9.788189707520244,0
TXN-000169,9.14395092401958,entertainment,14,4,1.5724133962830475,0,1,1,42.023722046888885,0
TXN-000170,123.32311614930467,healthcare,19,3,4.160065347616974,0,1,2,16.416046328272635,0
TXN-000171,18.42366629684101,travel,21,4,0.8275195097481309,0,1,0,44.23695690316911,0
TXN-000172,147.75330356670122,restaurant,22,3,6.700821714302543,0,1,2,21.964978742657607,0
TXN-000173,17.764092835747164,travel,6,2,8.533751277463379,0,1,2,117.30167837259962,0
TXN-000174,28.430925180836432,online_retail,13,4,6.2050540477647775,0,1,2,92.27394266603616,0
TXN-000175,31.145683187551782,grocery,13,5,1.3475141778949142,0,1,0,94.51170064100376,0
TXN-000176,143.48102831933534,utilities,22,6,1.6420876397688324,0,1,0,6.825063123449452,0
TXN-000177,90.39762265497477,healthcare,11,0,4.934333962635265,0,1,2,36.29648068579997,0
TXN-000178,15.66315480655052,electronics,8,4,7.114997613427607,0,1,0,13.280706150062587,0
TXN-000179,168.0897135263823,grocery,8,3,4.238120050554889,0,1,2,27.857137817333168,0
TXN-000180,14.77644814928853,grocery,20,6,2.9333094273654714,0,0,0,194.62255342264586,0
TXN-000181,11.988926961631092,online_retail,19,1,0.38586972408505826,0,1,1,29.026303577272937,0
TXN-000182,33.7948358921518,travel,9,4,4.964751162635169,0,1,0,16.78898960896682,0
TXN-000183,17.5228185752526,online_retail,22,6,0.1338169927802787,0,1,2,72.97262633118346,0
TXN-000184,32.92500678873639,entertainment,17,4,15.365861624660397,0,1,2,14.6269968127712,0
TXN-000185,19.345083159345506,online_retail,9,6,10.694160885763669,0,0,0,10.258992467731588,0
TXN-000186,34.19596566063161,grocery,16,4,4.27622759821331,0,1,1,37.747127366632746,0
TXN-000187,106.75079436365434,gas_station,21,2,4.757128355778153,0,1,3,15.95634312484693,0
TXN-000188,19.14280767509014,electronics,8,5,3.766948922713498,1,1,1,11.940592054118868,0
TXN-000189,32.71767164510032,utilities,10,4,11.141398438125272,0,0,1,36.961610301648136,0
TXN-000190,62.29677548307935,utilities,6,1,0.10642851272462366,0,0,2,5.468193037383962,0
TXN-000191,160.03245676383375,restaurant,16,5,0.7975556940542752,0,1,2,20.45548063470852,0
TXN-000192,27.546819048073946,online_retail,13,2,6.143539251170576,0,1,1,5.0,0
TXN-000193,9.982992288140284,healthcare,16,0,6.870864594762148,0,1,0,33.41487847555356,0
TXN-000194,15.912908206814317,electronics,11,5,7.672336759600146,0,1,1,51.10203628410645,0
TXN-000195,74.37482332387043,restaurant,19,6,0.2537567538353623,0,1,1,14.096306100052546,0
TXN-000196,36.503692248217455,travel,18,0,4.795908908757376,0,1,0,57.968812163428204,0
TXN-000197,31.451043445826542,gas_station,21,1,0.6059785694699404,0,1,2,15.745250037653433,0
TXN-000198,24.95824555714897,atm_withdrawal,13,1,2.0537113017536415,0,1,3,62.4122990346331,0
TXN-000199,20.578583121569235,utilities,11,4,1.7632843160461125,0,1,0,82.69120033037808,0
TXN-000200,18.17404950632922,utilities,22,5,5.026746355919581,0,1,1,50.83571905169781,0
TXN-000201,28.409574241602442,grocery,18,0,2.966312810826848,1,1,0,101.71867260793441,0
TXN-000202,8.373769919413755,utilities,10,5,0.7410283162185198,0,1,1,34.23405836546318,0
TXN-000203,20.555241658680515,utilities,8,6,5.512326546975837,0,1,1,35.27126693878544,0
TXN-000204,24.305056082590042,healthcare,7,4,4.7824763123758816,0,1,0,36.70705417615032,0
TXN-000205,50.922321254771354,restaurant,19,0,3.68294698060513,0,1,3,12.029297717487196,0
TXN-000206,8.079984056204768,travel,21,0,0.559114579811028,1,1,2,7.550956948908932,0
TXN-000207,81.27312600058274,electronics,19,1,7.714104583797705,0,1,0,19.23294609658343,0
TXN-000208,9.726126737289984,online_retail,12,2,16.353159517996225,1,1,1,93.65706105297025,0
TXN-000209,51.37166104757142,entertainment,14,2,3.72371912480089,0,1,2,12.390956221452987,0
TXN-000210,149.88535218968153,travel,13,6,9.822305996576336,0,1,3,18.426544080834383,0
TXN-000211,81.30209544942544,online_retail,15,1,3.562409579404923,0,1,0,6.469695284671762,0
TXN-000212,18.633859025329617,electronics,22,2,0.579758394676105,1,1,1,13.282307128211704,0
TXN-000213,100.0,atm_withdrawal,3,0,84.03715660368178,0,0,5,20.88284057444089,1
TXN-000214,662.6447969399768,atm_withdrawal,18,0,5.140397291248291,0,1,2,43.63182402727605,0
TXN-000215,31.212492867441767,restaurant,18,4,3.7058855159356394,0,1,0,25.69675719358191,0
TXN-000216,141.02455508442864,atm_withdrawal,22,6,0.9604547131082035,0,1,1,55.54907770193049,0
TXN-000217,69.71452810429881,electronics,6,6,4.308514205711701,0,1,1,9.545452828483535,0
TXN-000218,26.006912884056305,online_retail,20,3,30.396717301057944,0,1,0,15.601981701932917,0
TXN-000219,26.17616734279272,entertainment,7,1,11.656969321201869,0,1,2,32.895701653885986,0
TXN-000220,3.0463937915071666,online_retail,17,6,1.940078176020388,0,1,0,13.936785435041465,0
TXN-000221,53.36310224165488,atm_withdrawal,18,6,3.8774705582135183,0,1,0,15.180815074414031,0
TXN-000222,23.290267540270204,online_retail,15,3,1.2648750214160693,0,1,1,16.106760581678458,0
TXN-000223,5.431976913878886,healthcare,15,0,2.0332130412740765,0,1,2,5.0,0
TXN-000224,4.778110771969224,travel,22,1,3.723094593126069,0,1,1,45.6590851944852,0
TXN-000225,118.81054810388223,travel,21,6,9.044510002430819,0,1,1,73.55947086286379,0
TXN-000226,46.228768757754274,atm_withdrawal,16,2,6.731087067039688,0,1,3,33.73175693050624,0
TXN-000227,5.092782081441166,healthcare,13,2,7.444631221156181,0,0,0,28.621119341334666,0
TXN-000228,9.214202353741602,gas_station,8,3,0.13145796116053665,0,1,2,16.687802683645252,0
TXN-000229,16.993815542181945,healthcare,11,1,0.8041400808815481,0,0,0,31.391784991537005,0
TXN-000230,33.05193614309252,healthcare,10,6,0.30773534436507105,0,0,1,62.648947560693536,0
TXN-000231,98.4173880931433,atm_withdrawal,6,5,5.0983959851151015,0,1,0,14.559660879375643,0
TXN-000232,102.75175592732401,entertainment,18,1,0.44881316280157413,0,0,2,11.540508708827158,0
TXN-000233,26.74673853856543,grocery,19,5,3.834698903291915,0,0,0,354.0065837548333,0
TXN-000234,45.26526285711573,healthcare,22,3,2.0831150694791676,0,0,0,96.5572198539639,0
TXN-000235,35.56260318868688,healthcare,6,2,0.0853540261583752,0,1,2,30.031614047536063,0
TXN-000236,10.462015837124081,restaurant,15,5,5.688879440278646,0,0,0,34.83097598246106,0
TXN-000237,119.92208768760322,utilities,19,4,1.6774438631607016,0,1,1,5.0,0
TXN-000238,39.006264251240374,travel,12,3,9.776081648228162,0,1,1,11.707503161432268,0
TXN-000239,7.471325870243939,entertainment,21,2,4.1237425419754,0,1,0,15.094044111536165,0
TXN-000240,49.01011037743004,healthcare,21,6,3.5767097662579217,0,1,2,16.671875740703275,0
TXN-000241,3.6870115559085748,electronics,12,6,1.479825458019598,0,1,1,48.7243602054365,0
TXN-000242,52.28843599588729,entertainment,14,6,0.9264142772471664,0,1,0,37.57390507269851,0
TXN-000243,17.013109365693186,restaurant,10,1,6.176608472200043,0,0,2,54.33081223519061,0
TXN-000244,6.6507441646623695,entertainment,6,4,5.898175519570912,0,0,2,46.81335267309655,0
TXN-000245,37.80141388921778,travel,7,6,0.7268763897984908,0,1,1,24.11815529665903,0
TXN-000246,114.33949647658567,online_retail,16,0,3.8978716264236972,0,1,0,37.18213445835124,0
TXN-000247,78.18251726553963,utilities,17,4,2.874327344581162,0,1,1,13.724545552930337,0
TXN-000248,18.789289023610813,healthcare,6,0,3.5976246741445426,0,1,0,49.04354203514906,0
TXN-000249,143.98710752745927,travel,22,1,3.670363980137043,0,1,2,150.96199377601977,0
TXN-000250,89.63678939748722,travel,11,2,1.187581357124696,0,1,2,26.556039848032174,0
TXN-000251,21.68675461882952,gas_station,7,3,2.1491874312615695,0,0,0,24.94563998957148,0
TXN-000252,14.486236072962607,electronics,11,6,1.9432857646791573,0,1,0,59.76380265054553,0
TXN-000253,117.4407118871032,online_retail,21,0,9.494310072398845,0,1,1,157.79488290333913,0
TXN-000254,31.90744011578606,electronics,8,2,0.1870629242300329,1,1,0,16.037874689795526,0
TXN-000255,7.5219807517631985,online_retail,19,0,10.549779571767633,0,1,1,77.46408365633182,0
TXN-000256,138.53169796146557,restaurant,19,0,4.590071142027142,0,0,1,77.41196262817368,0
TXN-000257,100.0,electronics,3,4,3325.475488698389,1,0,6,27.562056887889813,1
TXN-000258,36.603465161155235,restaurant,16,3,1.6441663424349837,0,1,0,12.708410939640174,0
TXN-000259,11.622097922510628,atm_withdrawal,14,5,1.5459768032414285,0,1,1,54.300289655982596,0
TXN-000260,42.534830998683596,gas_station,15,4,6.5559416200667995,0,1,1,6.017608532706849,0
TXN-000261,12.972747274125336,entertainment,22,5,3.9227328535449417,0,1,0,14.120480930078477,0
TXN-000262,19.218970120892,entertainment,7,1,0.06964526407142523,0,0,0,34.80649701860979,0
TXN-000263,159.1740861942062,healthcare,11,6,1.8227953577275282,0,1,2,5.543113166348427,0
TXN-000264,22.55042893147962,healthcare,7,4,7.1557118629440675,0,1,0,34.76083899450327,0
TXN-000265,30.099300331691275,healthcare,16,6,1.9515743579326408,0,1,3,169.8148853184338,0
TXN-000266,281.3731555453163,grocery,8,3,26.18070454479597,0,1,1,7.854855612165009,0
TXN-000267,25.421144472648333,gas_station,6,1,0.6042381752138369,0,1,1,12.106539868083148,0
TXN-000268,21.553265881771864,online_retail,12,0,4.885950870846322,0,1,0,8.721343974955884,0
TXN-000269,14.635131311671518,online_retail,6,4,0.3748339888058698,0,1,1,21.25397090115039,0
TXN-000270,17.41298914581931,travel,8,0,0.3251155694021651,0,1,1,23.866874164002503,0
TXN-000271,15.875921047528463,restaurant,11,0,0.06737981002791298,0,1,1,6.750726134886067,0
TXN-000272,99.84958171853611,restaurant,11,3,0.1980092067783501,0,1,2,33.61528774751109,0
TXN-000273,251.80269825650907,travel,15,0,4.544925274673161,0,1,3,8.666999089632354,0
TXN-000274,5.5471955216546105,online_retail,7,6,11.670287340602306,0,1,3,39.73731783388596,0
TXN-000275,7.732037435479553,grocery,9,6,1.3909308692099207,0,1,2,35.761345227070805,0
TXN-000276,25.661308389352858,atm_withdrawal,12,6,5.008904451626385,0,0,3,68.2808953806564,0
TXN-000277,15.965382840462494,entertainment,6,5,5.0840186470399455,0,1,3,34.84367837441309,0
TXN-000278,15.606151485658604,electronics,8,5,1.5765398446886179,0,1,2,36.02646450970126,0
TXN-000279,7.336656450330609,entertainment,15,1,0.01462281085700175,0,1,0,47.185062373653935,0
TXN-000280,165.53207270606015,grocery,21,6,5.235045163893578,0,1,0,17.14762563213707,0
TXN-000281,53.55700811928899,atm_withdrawal,12,4,1.949131922688355,0,1,0,24.138888925879414,0
TXN-000282,74.54592524332493,atm_withdrawal,16,1,15.736047704202509,0,1,1,27.4697349977653,0
TXN-000283,186.31000281997868,atm_withdrawal,4,4,118.39858732395612,1,0,9,13.065156750819309,1
TXN-000284,56.29260198971634,entertainment,22,3,5.006317927461939,0,1,1,51.00676118670062,0
TXN-000285,60.329836084094175,electronics,18,2,7.127001538983054,0,1,0,10.712396775887534,0
TXN-000286,124.23015005165524,online_retail,8,4,3.0060509243695233,1,1,1,15.544266673538582,0
